id,model_name,layer,column_name,expression,origin_table,origin_column,transformation_type,transformation_chain,transformation_chain_plain,description
CL0994,link_gr_po,vault,record_source,record_source,stg_sap__mseg,record_source,direct,,,
CL0995,link_invoice_accounting,vault,hk_invoice,r.hk_invoice,stg_sap__rbkp,hk_invoice,direct,,,
CL0996,link_invoice_accounting,vault,hk_accounting_document,b.hk_accounting_document,stg_sap__bkpf,hk_accounting_document,direct,,,
CL0997,link_invoice_accounting,vault,invoice_number,r.BELNR,stg_sap__rbkp,BELNR,direct,,,
CL0998,link_invoice_accounting,vault,accounting_document_number,b.BELNR,stg_sap__bkpf,BELNR,direct,,,
CL0999,link_invoice_accounting,vault,fiscal_year,b.GJAHR,stg_sap__bkpf,GJAHR,direct,,,
CL1000,link_invoice_accounting,vault,load_date,b.load_date,stg_sap__bkpf,load_date,direct,,,
CL1001,link_invoice_accounting,vault,record_source,b.record_source,stg_sap__bkpf,record_source,direct,,,
CL1002,link_invoice_po,vault,hk_invoice_po,hk_invoice_po,stg_sap__rbkp,hk_invoice_po,direct,,,
CL1003,link_invoice_po,vault,hk_invoice,hk_invoice,stg_sap__rbkp,hk_invoice,direct,,,
CL1004,link_invoice_po,vault,hk_purchase_order,hk_purchase_order,stg_sap__rbkp,hk_purchase_order,direct,,,
CL1005,link_invoice_po,vault,invoice_number,invoice_number,stg_sap__rbkp,BELNR,direct,,,
CL1006,link_invoice_po,vault,fiscal_year,fiscal_year,stg_sap__rbkp,GJAHR,direct,,,
CL1007,link_invoice_po,vault,purchase_order_number,purchase_order_number,stg_sap__rbkp,EBELN,direct,,,
CL1008,link_invoice_po,vault,load_date,load_date,stg_sap__rbkp,load_date,direct,,,
CL1009,link_invoice_po,vault,record_source,record_source,stg_sap__rbkp,record_source,direct,,,
CL1010,link_po_item,vault,hk_po_item,hk_po_item,stg_sap__ekpo,hk_po_item,direct,,,
CL1011,link_po_item,vault,hk_purchase_order,hk_purchase_order,stg_sap__ekpo,hk_purchase_order,direct,,,
CL1012,link_po_item,vault,purchase_order_number,EBELN,stg_sap__ekpo,EBELN,direct,,,
CL1013,link_po_item,vault,po_item_number,EBELP,stg_sap__ekpo,EBELP,direct,,,
CL1014,link_po_item,vault,load_date,load_date,stg_sap__ekpo,load_date,direct,,,
CL1015,link_po_item,vault,record_source,record_source,stg_sap__ekpo,record_source,direct,,,
CL1016,link_po_material,vault,hk_po_material,hk_po_material,stg_sap__ekpo,hk_po_material,direct,,,
CL1017,link_po_material,vault,hk_purchase_order,hk_purchase_order,stg_sap__ekpo,hk_purchase_order,direct,,,
CL1018,link_po_material,vault,hk_material,hk_material,stg_sap__ekpo,hk_material,direct,,,
CL1019,link_po_material,vault,purchase_order_number,purchase_order_number,stg_sap__ekpo,EBELN,direct,,,
CL1020,link_po_material,vault,po_item_number,po_item_number,stg_sap__ekpo,EBELP,direct,,,
CL1021,link_po_material,vault,material_number,material_number,stg_sap__ekpo,MATNR,direct,,,
CL1022,link_po_material,vault,load_date,load_date,stg_sap__ekpo,load_date,direct,,,
CL1023,link_po_material,vault,record_source,record_source,stg_sap__ekpo,record_source,direct,,,
CL1024,link_po_plant,vault,hk_po_plant,hk_po_plant,stg_sap__ekpo,hk_po_plant,direct,,,
CL1025,link_po_plant,vault,hk_purchase_order,hk_purchase_order,stg_sap__ekpo,hk_purchase_order,direct,,,
CL1026,link_po_plant,vault,hk_plant,hk_plant,stg_sap__ekpo,hk_plant,direct,,,
CL1027,link_po_plant,vault,purchase_order_number,purchase_order_number,stg_sap__ekpo,EBELN,direct,,,
CL1028,link_po_plant,vault,plant_code,plant_code,stg_sap__ekpo,WERKS,direct,,,
CL1029,link_po_plant,vault,load_date,load_date,stg_sap__ekpo,load_date,direct,,,
CL1030,link_po_plant,vault,record_source,record_source,stg_sap__ekpo,record_source,direct,,,
CL1031,link_po_vendor,vault,hk_po_vendor,hk_po_vendor,stg_sap__ekko,hk_po_vendor,direct,,,
CL1032,link_po_vendor,vault,hk_purchase_order,hk_purchase_order,stg_sap__ekko,hk_purchase_order,direct,,,
CL1033,link_po_vendor,vault,hk_vendor,hk_vendor,stg_sap__ekko,hk_vendor,direct,,,
CL1034,link_po_vendor,vault,purchase_order_number,purchase_order_number,stg_sap__ekko,EBELN,direct,,,
CL1035,link_po_vendor,vault,vendor_id,vendor_id,stg_sap__ekko,LIFNR,direct,,,
CL1036,link_po_vendor,vault,load_date,load_date,stg_sap__ekko,load_date,direct,,,
CL1037,link_po_vendor,vault,record_source,record_source,stg_sap__ekko,record_source,direct,,,
CL1038,link_pr_po,vault,hk_pr_po,hk_pr_po,stg_sap__ekpo,hk_pr_po,direct,,,
CL1039,link_pr_po,vault,hk_purchase_requisition,hk_purchase_requisition,stg_sap__ekpo,hk_purchase_requisition,direct,,,
CL1040,link_pr_po,vault,hk_purchase_order,hk_purchase_order,stg_sap__ekpo,hk_purchase_order,direct,,,
CL1041,link_pr_po,vault,requisition_number,requisition_number,stg_sap__ekpo,BANFN,direct,,,
CL1042,link_pr_po,vault,purchase_order_number,purchase_order_number,stg_sap__ekpo,EBELN,direct,,,
CL1043,link_pr_po,vault,load_date,load_date,stg_sap__ekpo,load_date,direct,,,
CL1044,link_pr_po,vault,record_source,record_source,stg_sap__ekpo,record_source,direct,,,
CL1045,link_sales_order_customer,vault,hk_sales_order,hk_sales_order,stg_sap__vbak,hk_sales_order,direct,,,
CL1046,link_sales_order_customer,vault,hk_customer,hk_customer,stg_sap__vbak,hk_customer,direct,,,
CL1047,link_sales_order_customer,vault,sales_order_number,VBELN,stg_sap__vbak,VBELN,direct,,,
CL1048,link_sales_order_customer,vault,customer_id,KUNNR,stg_sap__vbak,KUNNR,direct,,,
CL1049,link_sales_order_customer,vault,load_date,load_date,stg_sap__vbak,load_date,direct,,,
CL1050,link_sales_order_customer,vault,record_source,record_source,stg_sap__vbak,record_source,direct,,,
CL1051,link_sales_order_equipment,vault,hk_sales_order,p.hk_sales_order,stg_sap__vbap,hk_sales_order,direct,,,
CL1052,link_sales_order_equipment,vault,hk_sales_order_item,p.hk_sales_order_item,stg_sap__vbap,hk_sales_order_item,direct,,,
CL1053,link_sales_order_equipment,vault,hk_equipment,e.hk_equipment,stg_sap__equi,hk_equipment,direct,,,
CL1054,link_sales_order_equipment,vault,hk_material,e.hk_material,stg_sap__equi,hk_material,direct,,,
CL1055,link_sales_order_equipment,vault,sales_order_number,p.VBELN,stg_sap__vbap,VBELN,direct,,,
CL1056,link_sales_order_equipment,vault,sales_order_item,p.POSNR,stg_sap__vbap,POSNR,direct,,,
CL1057,link_sales_order_equipment,vault,device_serial,p.SERNR,stg_sap__vbap,SERNR,direct,,,
CL1058,link_sales_order_equipment,vault,equipment_number,e.EQUNR,stg_sap__equi,EQUNR,direct,,,
CL1059,link_sales_order_equipment,vault,cpe_material_number,e.MATNR,stg_sap__equi,MATNR,direct,,,
CL1060,link_sales_order_equipment,vault,load_date,p.load_date,stg_sap__vbap,load_date,direct,,,
CL1061,link_sales_order_equipment,vault,record_source,p.record_source,stg_sap__vbap,record_source,direct,,,
CL1062,sat_accounting_header,vault,hk_accounting_document,hk_accounting_document,stg_sap__bkpf,hk_accounting_document,direct,,,
CL1063,sat_accounting_header,vault,hashdiff,hashdiff_bkpf,stg_sap__bkpf,hashdiff_bkpf,direct,,,
CL1064,sat_accounting_header,vault,document_type,BLART,stg_sap__bkpf,BLART,direct,,,
CL1065,sat_accounting_header,vault,posting_date,BUDAT,stg_sap__bkpf,BUDAT,direct,,,
CL1066,sat_accounting_header,vault,document_date,BLDAT,stg_sap__bkpf,BLDAT,direct,,,
CL1067,sat_accounting_header,vault,posted_by,USNAM,stg_sap__bkpf,USNAM,direct,,,
CL1068,sat_accounting_header,vault,reference,XBLNR,stg_sap__bkpf,XBLNR,direct,,,
CL1069,sat_accounting_header,vault,reference_transaction,AWTYP,stg_sap__bkpf,AWTYP,direct,,,
CL1070,sat_accounting_header,vault,reference_key,AWKEY,stg_sap__bkpf,AWKEY,direct,,,
CL1071,sat_accounting_header,vault,load_date,load_date,stg_sap__bkpf,load_date,direct,,,
CL1072,sat_accounting_header,vault,record_source,record_source,stg_sap__bkpf,record_source,direct,,,
CL1073,sat_billing_document,vault,hk_billing_doc,hk_billing_doc,stg_sap__vbrk,hk_billing_doc,direct,,,
CL1074,sat_billing_document,vault,hashdiff,hashdiff_vbrk,stg_sap__vbrk,hashdiff_vbrk,direct,,,
CL1075,sat_billing_document,vault,billing_date,FKDAT,stg_sap__vbrk,FKDAT,direct,,,
CL1076,sat_billing_document,vault,billing_type,FKART,stg_sap__vbrk,FKART,direct,,,
CL1077,sat_billing_document,vault,cancelled_flag,FKSTO,stg_sap__vbrk,FKSTO,direct,,,
CL1078,sat_billing_document,vault,payer_id,KUNRG,stg_sap__vbrk,KUNRG,direct,,,
CL1079,sat_billing_document,vault,revenue_amount,NETWR,stg_sap__vbrk,NETWR,direct,,,
CL1080,sat_billing_document,vault,tax_amount,MWSBK,stg_sap__vbrk,MWSBK,direct,,,
CL1081,sat_billing_document,vault,currency,WAERK,stg_sap__vbrk,WAERK,direct,,,
CL1082,sat_billing_document,vault,company_code,BUKRS,stg_sap__vbrk,BUKRS,direct,,,
CL1083,sat_billing_document,vault,load_date,load_date,stg_sap__vbrk,load_date,direct,,,
CL1084,sat_billing_document,vault,record_source,record_source,stg_sap__vbrk,record_source,direct,,,
CL1085,sat_customer,vault,hk_customer,hk_customer,stg_sap__kna1,hk_customer,direct,,,
CL1086,sat_customer,vault,hashdiff,hashdiff_kna1,stg_sap__kna1,hashdiff_kna1,direct,,,
CL1087,sat_customer,vault,customer_name,NAME1,stg_sap__kna1,NAME1,direct,,,
CL1088,sat_customer,vault,country,LAND1,stg_sap__kna1,LAND1,direct,,,
CL1089,sat_customer,vault,city,ORT01,stg_sap__kna1,ORT01,direct,,,
CL1090,sat_customer,vault,street,STRAS,stg_sap__kna1,STRAS,direct,,,
CL1091,sat_customer,vault,postal_code,PSTLZ,stg_sap__kna1,PSTLZ,direct,,,
CL1092,sat_customer,vault,account_group,KTOKD,stg_sap__kna1,KTOKD,direct,,,
CL1093,sat_customer,vault,created_date,ERDAT,stg_sap__kna1,ERDAT,direct,,,
CL1094,sat_customer,vault,load_date,load_date,stg_sap__kna1,load_date,direct,,,
CL1095,sat_customer,vault,record_source,record_source,stg_sap__kna1,record_source,direct,,,
CL1096,sat_equipment_general,vault,hk_equipment,hk_equipment,stg_sap__equi,hk_equipment,direct,,,
CL1097,sat_equipment_general,vault,hashdiff,hashdiff_equi,stg_sap__equi,hashdiff_equi,direct,,,
CL1098,sat_equipment_general,vault,serial_number,SERGE,stg_sap__equi,SERGE,direct,,,
CL1099,sat_equipment_general,vault,manufacturer,HERST,stg_sap__equi,HERST,direct,,,
CL1100,sat_equipment_general,vault,model_description,TYPBZ,stg_sap__equi,TYPBZ,direct,,,
CL1101,sat_equipment_general,vault,startup_date,INBDT,stg_sap__equi,INBDT,direct,,,
CL1102,sat_equipment_general,vault,created_date,ERDAT,stg_sap__equi,ERDAT,direct,,,
CL1103,sat_equipment_general,vault,created_by,ERNAM,stg_sap__equi,ERNAM,direct,,,
CL1104,sat_equipment_general,vault,plant,GEWRK,stg_sap__equi,GEWRK,direct,,,
CL1105,sat_equipment_general,vault,equipment_category,EQART,stg_sap__equi,EQART,direct,,,
CL1106,sat_equipment_general,vault,load_date,load_date,stg_sap__equi,load_date,direct,,,
CL1107,sat_equipment_general,vault,record_source,record_source,stg_sap__equi,record_source,direct,,,
CL1108,sat_equipment_status,vault,hk_equipment,hk_equipment,stg_sap__eqbs,hk_equipment,direct,,,
CL1109,sat_equipment_status,vault,hashdiff,hashdiff_eqbs,stg_sap__eqbs,hashdiff_eqbs,direct,,,
CL1110,sat_equipment_status,vault,status_from_date,BEGDT,stg_sap__eqbs,BEGDT,direct,,,
CL1111,sat_equipment_status,vault,status_code,USTXT,stg_sap__eqbs,USTXT,direct,,,
CL1112,sat_equipment_status,vault,status_description,STAT_DESC,stg_sap__eqbs,STAT_DESC,direct,,,
CL1113,sat_equipment_status,vault,load_date,load_date,stg_sap__eqbs,load_date,direct,,,
CL1114,sat_equipment_status,vault,record_source,record_source,stg_sap__eqbs,record_source,direct,,,
CL1115,sat_gr_header,vault,hk_material_document,hk_material_document,stg_sap__mkpf,hk_material_document,direct,,,
CL1116,sat_gr_header,vault,hashdiff,hashdiff_mkpf,stg_sap__mkpf,hashdiff_mkpf,direct,,,
CL1117,sat_gr_header,vault,posting_date,BUDAT,stg_sap__mkpf,BUDAT,direct,,,
CL1118,sat_gr_header,vault,document_date,BLDAT,stg_sap__mkpf,BLDAT,direct,,,
CL1119,sat_gr_header,vault,posted_by,USNAM,stg_sap__mkpf,USNAM,direct,,,
CL1120,sat_gr_header,vault,header_text,BKTXT,stg_sap__mkpf,BKTXT,direct,,,
CL1121,sat_gr_header,vault,reference_document,XBLNR,stg_sap__mkpf,XBLNR,direct,,,
CL1122,sat_gr_header,vault,load_date,load_date,stg_sap__mkpf,load_date,direct,,,
CL1123,sat_gr_header,vault,record_source,record_source,stg_sap__mkpf,record_source,direct,,,
CL1124,sat_gr_item,vault,hashdiff,hashdiff_mseg,stg_sap__mseg,hashdiff_mseg,direct,,,
CL1125,sat_gr_item,vault,document_item,ZEILE,stg_sap__mseg,ZEILE,direct,,,
CL1126,sat_gr_item,vault,movement_type,BWART,stg_sap__mseg,BWART,direct,,,
CL1127,sat_gr_item,vault,plant,WERKS,stg_sap__mseg,WERKS,direct,,,
CL1128,sat_gr_item,vault,storage_location,LGORT,stg_sap__mseg,LGORT,direct,,,
CL1129,sat_gr_item,vault,quantity,MENGE,stg_sap__mseg,MENGE,direct,,,
CL1130,sat_gr_item,vault,unit_of_measure,MEINS,stg_sap__mseg,MEINS,direct,,,
CL1131,sat_gr_item,vault,purchase_order_number,EBELN,stg_sap__mseg,EBELN,direct,,,
CL1132,sat_gr_item,vault,po_item_number,EBELP,stg_sap__mseg,EBELP,direct,,,
CL1133,sat_gr_item,vault,amount_local_currency,DMBTR,stg_sap__mseg,DMBTR,direct,,,
CL1134,sat_gr_item,vault,currency,WAERS,stg_sap__mseg,WAERS,direct,,,
CL1135,sat_gr_item,vault,serial_number_profile,SERNP,stg_sap__mseg,SERNP,direct,,,
CL1136,sat_gr_item,vault,vendor_id,LIFNR,stg_sap__mseg,LIFNR,direct,,,
CL1137,sat_gr_item,vault,load_date,load_date,stg_sap__mseg,load_date,direct,,,
CL1138,sat_gr_item,vault,record_source,record_source,stg_sap__mseg,record_source,direct,,,
CL1139,sat_invoice_header,vault,hk_invoice,hk_invoice,stg_sap__rbkp,hk_invoice,direct,,,
CL1140,sat_invoice_header,vault,hashdiff,hashdiff_rbkp,stg_sap__rbkp,hashdiff_rbkp,direct,,,
CL1141,sat_invoice_header,vault,invoice_date,BLDAT,stg_sap__rbkp,BLDAT,direct,,,
CL1142,sat_invoice_header,vault,posting_date,BUDAT,stg_sap__rbkp,BUDAT,direct,,,
CL1143,sat_invoice_header,vault,vendor_id,LIFNR,stg_sap__rbkp,LIFNR,direct,,,
CL1144,sat_invoice_header,vault,currency,WAERS,stg_sap__rbkp,WAERS,direct,,,
CL1145,sat_invoice_header,vault,invoice_total_amount,RMWWR,stg_sap__rbkp,RMWWR,direct,,,
CL1146,sat_invoice_header,vault,vendor_invoice_reference,XBLNR,stg_sap__rbkp,XBLNR,direct,,,
CL1147,sat_invoice_header,vault,purchase_order_reference,EBELN,stg_sap__rbkp,EBELN,direct,,,
CL1148,sat_invoice_header,vault,posted_by,USNAM,stg_sap__rbkp,USNAM,direct,,,
CL1149,sat_invoice_header,vault,load_date,load_date,stg_sap__rbkp,load_date,direct,,,
CL1150,sat_invoice_header,vault,record_source,record_source,stg_sap__rbkp,record_source,direct,,,
CL1151,sat_invoice_item,vault,hk_invoice,hk_invoice,stg_sap__rseg,hk_invoice,direct,,,
CL1152,sat_invoice_item,vault,hashdiff,hashdiff_rseg,stg_sap__rseg,hashdiff_rseg,direct,,,
CL1153,sat_invoice_item,vault,invoice_number,BELNR,stg_sap__rseg,BELNR,direct,,,
CL1154,sat_invoice_item,vault,fiscal_year,GJAHR,stg_sap__rseg,GJAHR,direct,,,
CL1155,sat_invoice_item,vault,invoice_line_item,BUZEI,stg_sap__rseg,BUZEI,direct,,,
CL1156,sat_invoice_item,vault,purchase_order_number,EBELN,stg_sap__rseg,EBELN,direct,,,
CL1157,sat_invoice_item,vault,po_item_number,EBELP,stg_sap__rseg,EBELP,direct,,,
CL1158,sat_invoice_item,vault,invoice_quantity,MENGE,stg_sap__rseg,MENGE,direct,,,
CL1159,sat_invoice_item,vault,invoice_amount,WRBTR,stg_sap__rseg,WRBTR,direct,,,
CL1160,sat_invoice_item,vault,currency,WAERS,stg_sap__rseg,WAERS,direct,,,
CL1161,sat_invoice_item,vault,load_date,load_date,stg_sap__rseg,load_date,direct,,,
CL1162,sat_invoice_item,vault,record_source,record_source,stg_sap__rseg,record_source,direct,,,
CL1163,sat_material_business,vault,hk_material,hk_material,stg_sap__zmm_material_business,hk_material,direct,,,
CL1164,sat_material_business,vault,hashdiff,hashdiff_zmm_material_business,stg_sap__zmm_material_business,hashdiff_zmm_material_business,direct,,,
CL1165,sat_material_business,vault,lifecycle_months,LIFECYCLE_MONTHS,stg_sap__zmm_material_business,LIFECYCLE_MONTHS,direct,,,
CL1166,sat_material_business,vault,primary_vendor_id,PRIMARY_VENDOR_ID,stg_sap__zmm_material_business,PRIMARY_VENDOR_ID,direct,,,
CL1167,sat_material_business,vault,notes,NOTES,stg_sap__zmm_material_business,NOTES,direct,,,
CL1168,sat_material_business,vault,load_date,load_date,stg_sap__zmm_material_business,load_date,direct,,,
CL1169,sat_material_business,vault,record_source,record_source,stg_sap__zmm_material_business,record_source,direct,,,
CL1170,sat_material_description,vault,hk_material,hk_material,stg_sap__makt,hk_material,direct,,,
CL1171,sat_material_description,vault,hashdiff,hashdiff_makt,stg_sap__makt,hashdiff_makt,direct,,,
CL1172,sat_material_description,vault,language_key,SPRAS,stg_sap__makt,SPRAS,direct,,,
CL1173,sat_material_description,vault,material_description,MAKTX,stg_sap__makt,MAKTX,direct,,,
CL1174,sat_material_description,vault,load_date,load_date,stg_sap__makt,load_date,direct,,,
CL1175,sat_material_description,vault,record_source,record_source,stg_sap__makt,record_source,direct,,,
CL1176,sat_material_general,vault,hk_material,hk_material,stg_sap__mara,hk_material,direct,,,
CL1177,sat_material_general,vault,hashdiff,hashdiff_mara,stg_sap__mara,hashdiff_mara,direct,,,
CL1178,sat_material_general,vault,material_type,MTART,stg_sap__mara,MTART,direct,,,
CL1179,sat_material_general,vault,material_group,MATKL,stg_sap__mara,MATKL,direct,,,
CL1180,sat_material_general,vault,base_unit_of_measure,MEINS,stg_sap__mara,MEINS,direct,,,
CL1181,sat_material_general,vault,gross_weight_kg,BRGEW,stg_sap__mara,BRGEW,direct,,,
CL1182,sat_material_general,vault,weight_unit,GEWEI,stg_sap__mara,GEWEI,direct,,,
CL1183,sat_material_general,vault,cross_plant_status,MSTAE,stg_sap__mara,MSTAE,direct,,,
CL1184,sat_material_general,vault,division,SPART,stg_sap__mara,SPART,direct,,,
CL1185,sat_material_general,vault,product_hierarchy,PRDHA,stg_sap__mara,PRDHA,direct,,,
CL1186,sat_material_general,vault,created_date,ERDAT,stg_sap__mara,ERDAT,direct,,,
CL1187,sat_material_general,vault,load_date,load_date,stg_sap__mara,load_date,direct,,,
CL1188,sat_material_general,vault,record_source,record_source,stg_sap__mara,record_source,direct,,,
CL1189,sat_material_plant,vault,hk_material_plant,hk_material_plant,stg_sap__marc,hk_material_plant,direct,,,
CL1190,sat_material_plant,vault,hk_material,hk_material,stg_sap__marc,hk_material,direct,,,
CL1191,sat_material_plant,vault,hk_plant,hk_plant,stg_sap__marc,hk_plant,direct,,,
CL1192,sat_material_plant,vault,hashdiff,hashdiff_marc,stg_sap__marc,hashdiff_marc,direct,,,
CL1193,sat_material_plant,vault,mrp_type,DISMM,stg_sap__marc,DISMM,direct,,,
CL1194,sat_material_plant,vault,mrp_controller,DISPO,stg_sap__marc,DISPO,direct,,,
CL1195,sat_material_plant,vault,purchasing_group,EKGRP,stg_sap__marc,EKGRP,direct,,,
CL1196,sat_material_plant,vault,procurement_type,BESKZ,stg_sap__marc,BESKZ,direct,,,
CL1197,sat_material_plant,vault,production_storage_location,LGPRO,stg_sap__marc,LGPRO,direct,,,
CL1198,sat_material_plant,vault,planned_delivery_time_days,PLIFZ,stg_sap__marc,PLIFZ,direct,,,
CL1199,sat_material_plant,vault,serial_number_profile,SERNP,stg_sap__marc,SERNP,direct,,,
CL1200,sat_material_plant,vault,load_date,load_date,stg_sap__marc,load_date,direct,,,
CL1201,sat_material_plant,vault,record_source,record_source,stg_sap__marc,record_source,direct,,,
CL1202,sat_movement_type,vault,hk_movement_type,hk_movement_type,stg_sap__t156,hk_movement_type,direct,,,
CL1203,sat_movement_type,vault,hashdiff,hashdiff_t156,stg_sap__t156,hashdiff_t156,direct,,,
CL1204,sat_movement_type,vault,movement_category,BWARK,stg_sap__t156,BWARK,direct,,,
CL1205,sat_movement_type,vault,movement_indicator,KZBEW,stg_sap__t156,KZBEW,direct,,,
CL1206,sat_movement_type,vault,debit_credit_indicator,SHKZG,stg_sap__t156,SHKZG,direct,,,
CL1207,sat_movement_type,vault,load_date,load_date,stg_sap__t156,load_date,direct,,,
CL1208,sat_movement_type,vault,record_source,record_source,stg_sap__t156,record_source,direct,,,
CL1209,sat_movement_type_text,vault,hk_movement_type,hk_movement_type,stg_sap__t156t,hk_movement_type,direct,,,
CL1210,sat_movement_type_text,vault,spras,SPRAS,stg_sap__t156t,SPRAS,direct,,,
CL1211,sat_movement_type_text,vault,hashdiff,hashdiff_t156t,stg_sap__t156t,hashdiff_t156t,direct,,,
CL1212,sat_movement_type_text,vault,language_code,SPRAS,stg_sap__t156t,SPRAS,direct,,,
CL1213,sat_movement_type_text,vault,short_text,BTEXT,stg_sap__t156t,BTEXT,direct,,,
CL1214,sat_movement_type_text,vault,long_text,LTEXT,stg_sap__t156t,LTEXT,direct,,,
CL1215,sat_movement_type_text,vault,load_date,load_date,stg_sap__t156t,load_date,direct,,,
CL1216,sat_movement_type_text,vault,record_source,record_source,stg_sap__t156t,record_source,direct,,,
CL1217,sat_po_account,vault,hk_po_item,hk_po_item,stg_sap__ekkn,hk_po_item,direct,,,
CL1218,sat_po_account,vault,hashdiff,hashdiff_ekkn,stg_sap__ekkn,hashdiff_ekkn,direct,,,
CL1219,sat_po_account,vault,account_assignment_number,ZEKKN,stg_sap__ekkn,ZEKKN,direct,,,
CL1220,sat_po_account,vault,gl_account,SAKTO,stg_sap__ekkn,SAKTO,direct,,,
CL1221,sat_po_account,vault,cost_center,KOSTL,stg_sap__ekkn,KOSTL,direct,,,
CL1222,sat_po_account,vault,load_date,load_date,stg_sap__ekkn,load_date,direct,,,
CL1223,sat_po_account,vault,record_source,record_source,stg_sap__ekkn,record_source,direct,,,
CL1224,sat_po_header,vault,hk_purchase_order,hk_purchase_order,stg_sap__ekko,hk_purchase_order,direct,,,
CL1225,sat_po_header,vault,hashdiff,hashdiff_ekko,stg_sap__ekko,hashdiff_ekko,direct,,,
CL1226,sat_po_header,vault,document_category,BSTYP,stg_sap__ekko,BSTYP,direct,,,
CL1227,sat_po_header,vault,document_type,BSART,stg_sap__ekko,BSART,direct,,,
CL1228,sat_po_header,vault,purchasing_organization,EKORG,stg_sap__ekko,EKORG,direct,,,
CL1229,sat_po_header,vault,purchasing_group,EKGRP,stg_sap__ekko,EKGRP,direct,,,
CL1230,sat_po_header,vault,po_date,BEDAT,stg_sap__ekko,BEDAT,direct,,,
CL1231,sat_po_header,vault,currency,WAERS,stg_sap__ekko,WAERS,direct,,,
CL1232,sat_po_header,vault,total_po_value,RLWRT,stg_sap__ekko,RLWRT,direct,,,
CL1233,sat_po_header,vault,requisition_reference,BANFN,stg_sap__ekko,BANFN,direct,,,
CL1234,sat_po_header,vault,created_by,ERNAM,stg_sap__ekko,ERNAM,direct,,,
CL1235,sat_po_header,vault,last_changed_date,AEDAT,stg_sap__ekko,AEDAT,direct,,,
CL1236,sat_po_header,vault,processing_status,PROCSTAT,stg_sap__ekko,PROCSTAT,direct,,,
CL1237,sat_po_header,vault,load_date,load_date,stg_sap__ekko,load_date,direct,,,
CL1238,sat_po_header,vault,record_source,record_source,stg_sap__ekko,record_source,direct,,,
CL1239,sat_po_item,vault,hashdiff,hashdiff_ekpo,stg_sap__ekpo,hashdiff_ekpo,direct,,,
CL1240,sat_po_item,vault,item_short_text,TXZ01,stg_sap__ekpo,TXZ01,direct,,,
CL1241,sat_po_item,vault,ordered_quantity,MENGE,stg_sap__ekpo,MENGE,direct,,,
CL1242,sat_po_item,vault,unit_of_measure,MEINS,stg_sap__ekpo,MEINS,direct,,,
CL1243,sat_po_item,vault,unit_price,NETPR,stg_sap__ekpo,NETPR,direct,,,
CL1244,sat_po_item,vault,net_value,NETWR,stg_sap__ekpo,NETWR,direct,,,
CL1245,sat_po_item,vault,plant,WERKS,stg_sap__ekpo,WERKS,direct,,,
CL1246,sat_po_item,vault,storage_location,LGORT,stg_sap__ekpo,LGORT,direct,,,
CL1247,sat_po_item,vault,material_group,MATKL,stg_sap__ekpo,MATKL,direct,,,
CL1248,sat_po_item,vault,item_category,PSTYP,stg_sap__ekpo,PSTYP,direct,,,
CL1249,sat_po_item,vault,delivery_completed_flag,ELIKZ,stg_sap__ekpo,ELIKZ,direct,,,
CL1250,sat_po_item,vault,load_date,load_date,stg_sap__ekpo,load_date,direct,,,
CL1251,sat_po_item,vault,record_source,record_source,stg_sap__ekpo,record_source,direct,,,
CL1252,sat_po_schedule,vault,hk_po_item,hk_po_item,stg_sap__eket,hk_po_item,direct,,,
CL1253,sat_po_schedule,vault,hashdiff,hashdiff_eket,stg_sap__eket,hashdiff_eket,direct,,,
CL1254,sat_po_schedule,vault,schedule_line,ETENR,stg_sap__eket,ETENR,direct,,,
CL1255,sat_po_schedule,vault,scheduled_delivery_date,EINDT,stg_sap__eket,EINDT,direct,,,
CL1256,sat_po_schedule,vault,scheduled_quantity,MENGE,stg_sap__eket,MENGE,direct,,,
CL1257,sat_po_schedule,vault,goods_received_quantity,WEMNG,stg_sap__eket,WEMNG,direct,,,
CL1258,sat_po_schedule,vault,load_date,load_date,stg_sap__eket,load_date,direct,,,
CL1259,sat_po_schedule,vault,record_source,record_source,stg_sap__eket,record_source,direct,,,
CL1260,sat_pr_detail,vault,hk_purchase_requisition,hk_purchase_requisition,stg_sap__eban,hk_purchase_requisition,direct,,,
CL1261,sat_pr_detail,vault,hashdiff,hashdiff_eban,stg_sap__eban,hashdiff_eban,direct,,,
CL1262,sat_pr_detail,vault,material_number,MATNR,stg_sap__eban,MATNR,direct,,,
CL1263,sat_pr_detail,vault,plant,WERKS,stg_sap__eban,WERKS,direct,,,
CL1264,sat_pr_detail,vault,storage_location,LGORT,stg_sap__eban,LGORT,direct,,,
CL1265,sat_pr_detail,vault,requested_quantity,MENGE,stg_sap__eban,MENGE,direct,,,
CL1266,sat_pr_detail,vault,unit_of_measure,MEINS,stg_sap__eban,MEINS,direct,,,
CL1267,sat_pr_detail,vault,estimated_price,PREIS,stg_sap__eban,PREIS,direct,,,
CL1268,sat_pr_detail,vault,requisition_date,BADAT,stg_sap__eban,BADAT,direct,,,
CL1269,sat_pr_detail,vault,release_date,FRGDT,stg_sap__eban,FRGDT,direct,,,
CL1270,sat_pr_detail,vault,created_by,ERNAM,stg_sap__eban,ERNAM,direct,,,
CL1271,sat_pr_detail,vault,source_indicator,ESTKZ,stg_sap__eban,ESTKZ,direct,,,
